player_name,team,opponent,game_id,game_date,game_time,prop_type,line,over_odds,under_odds,is_alt_line,sportsbook,scraped_at
Donovan Mitchell,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,-152.0,114.0,False,fanduel,2026-05-07T14:56:16.201491
Daniss Jenkins,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,128.0,-172.0,False,fanduel,2026-05-07T14:56:16.201505
Dennis Schroder,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,1.5,-188.0,140.0,False,fanduel,2026-05-07T14:56:16.201509
Ausar Thompson,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,-102.0,-130.0,False,fanduel,2026-05-07T14:56:16.201511
Cade Cunningham,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,9.5,-132.0,100.0,False,fanduel,2026-05-07T14:56:16.201513
Evan Mobley,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,134.0,-180.0,False,fanduel,2026-05-07T14:56:16.201515
Jalen Duren,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,2.5,130.0,-174.0,False,fanduel,2026-05-07T14:56:16.201517
Tobias Harris,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,1.5,-178.0,132.0,False,fanduel,2026-05-07T14:56:16.201519
James Harden,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,6.5,-128.0,-104.0,False,fanduel,2026-05-07T14:56:16.201522
Cade Cunningham,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,13.5,600.0,-1200.0,True,fanduel,2026-05-07T14:56:16.201579
James Harden,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,13.5,3500.0,,True,fanduel,2026-05-07T14:56:16.201581
James Harden,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,-1600.0,,True,fanduel,2026-05-07T14:56:16.201583
Donovan Mitchell,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,-152.0,114.0,True,fanduel,2026-05-07T14:56:16.201585
Ausar Thompson,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,-102.0,-130.0,True,fanduel,2026-05-07T14:56:16.201587
Evan Mobley,,,862af0717b53a01b5e93a188a655d663,2026-05-07,23:10,assists,3.5,134.0,-180.0,True,fanduel,2026-05-07T14:56:16.201589
