player_name,team,opponent,game_id,game_date,game_time,prop_type,line,over_odds,under_odds,is_alt_line,sportsbook,scraped_at
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,104.0,-138.0,False,fanduel,2026-05-06T14:54:06.894650
Karl-Anthony Towns,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,4.5,124.0,-166.0,False,fanduel,2026-05-06T14:54:06.894665
VJ Edgecombe,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,2.5,-182.0,136.0,False,fanduel,2026-05-06T14:54:06.894668
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,6.5,116.0,-154.0,False,fanduel,2026-05-06T14:54:06.894670
Joel Embiid,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,4.5,-125.0,-106.0,False,fanduel,2026-05-06T14:54:06.894672
Josh Hart,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,118.0,-158.0,False,fanduel,2026-05-06T14:54:06.894675
Mikal Bridges,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,2.5,-114.0,-114.0,False,fanduel,2026-05-06T14:54:06.894676
Tyrese Maxey,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,-148.0,112.0,False,fanduel,2026-05-06T14:54:06.894678
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,-1000.0,,True,fanduel,2026-05-06T14:54:06.894754
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,4.5,-390.0,265.0,True,fanduel,2026-05-06T14:54:06.894759
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,-174.0,134.0,True,fanduel,2026-05-06T14:54:06.894761
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,6.5,116.0,-154.0,True,fanduel,2026-05-06T14:54:06.894762
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,220.0,-310.0,True,fanduel,2026-05-06T14:54:06.894764
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,8.5,390.0,-650.0,True,fanduel,2026-05-06T14:54:06.894766
Jalen Brunson,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,9.5,600.0,-1200.0,True,fanduel,2026-05-06T14:54:06.894768
Kelly Oubre Jr,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,0.5,-390.0,265.0,True,fanduel,2026-05-06T14:54:06.894769
Kelly Oubre Jr,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,1.5,128.0,-168.0,True,fanduel,2026-05-06T14:54:06.894771
Kelly Oubre Jr,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,2.5,410.0,-700.0,True,fanduel,2026-05-06T14:54:06.894773
Tyrese Maxey,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,-850.0,470.0,True,fanduel,2026-05-06T14:54:06.894775
Josh Hart,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,-420.0,280.0,True,fanduel,2026-05-06T14:54:06.894776
Joel Embiid,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,-275.0,198.0,True,fanduel,2026-05-06T14:54:06.894778
Karl-Anthony Towns,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,-180.0,,True,fanduel,2026-05-06T14:54:06.894780
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,104.0,-138.0,True,fanduel,2026-05-06T14:54:06.894781
VJ Edgecombe,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,148.0,-200.0,True,fanduel,2026-05-06T14:54:06.894783
Mikal Bridges,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,235.0,,True,fanduel,2026-05-06T14:54:06.894785
Quentin Grimes,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,450.0,-800.0,True,fanduel,2026-05-06T14:54:06.894787
Miles McBride,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,680.0,,True,fanduel,2026-05-06T14:54:06.894788
OG Anunoby,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,3.5,750.0,,True,fanduel,2026-05-06T14:54:06.894790
Tyrese Maxey,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,240.0,-350.0,True,fanduel,2026-05-06T14:54:06.894792
Josh Hart,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,410.0,-700.0,True,fanduel,2026-05-06T14:54:06.894795
Joel Embiid,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,600.0,-1200.0,True,fanduel,2026-05-06T14:54:06.894797
Karl-Anthony Towns,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,900.0,,True,fanduel,2026-05-06T14:54:06.894799
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,7.5,2000.0,,True,fanduel,2026-05-06T14:54:06.894800
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,1.5,-900.0,490.0,True,fanduel,2026-05-06T14:54:06.894802
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,2.5,-245.0,178.0,True,fanduel,2026-05-06T14:54:06.894804
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,4.5,235.0,-340.0,True,fanduel,2026-05-06T14:54:06.894806
Paul George,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,540.0,-1000.0,True,fanduel,2026-05-06T14:54:06.894809
Tyrese Maxey,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,-148.0,112.0,True,fanduel,2026-05-06T14:54:06.894810
Josh Hart,,,d146e10295545e18ac8915a1f5860317,2026-05-06,23:10,assists,5.5,118.0,-158.0,True,fanduel,2026-05-06T14:54:06.894812
