player_normalized,prop_type,line,is_alt_line,game_date,fanduel_over_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
mikal bridges,threes,1.5,False,2026-06-04,-113.0,-113.0,-113.0,,-113.0,
mikal bridges,threes,1.5,True,2026-06-04,-114.0,-114.0,-114.0,,-114.0,
mikal bridges,threes,2.5,True,2026-06-04,270.0,-400.0,270.0,,-400.0,
mikal bridges,threes,3.5,True,2026-06-04,750.0,,750.0,,,
mikal bridges,threes,4.5,True,2026-06-04,2000.0,,2000.0,,,
miles mcbride,assists,1.5,True,2026-06-04,200.0,,200.0,,,
miles mcbride,points,5.5,False,2026-06-04,-106.0,-120.0,-106.0,,-120.0,
miles mcbride,points,9.5,True,2026-06-04,350.0,,350.0,,,
miles mcbride,points,14.5,True,2026-06-04,1200.0,,1200.0,,,
miles mcbride,rebounds,1.5,False,2026-06-04,164.0,-215.0,164.0,,-215.0,
miles mcbride,threes,0.5,True,2026-06-04,-295.0,,-295.0,,,
miles mcbride,threes,1.5,True,2026-06-04,152.0,,152.0,,,
miles mcbride,threes,2.5,True,2026-06-04,440.0,,440.0,,,
miles mcbride,threes,3.5,True,2026-06-04,1100.0,,1100.0,,,
mitchell robinson,points,3.5,False,2026-06-04,-120.0,-106.0,-120.0,,-106.0,
mitchell robinson,points,9.5,True,2026-06-04,630.0,,630.0,,,
mitchell robinson,rebounds,3.5,True,2026-06-04,-295.0,,-295.0,,,
mitchell robinson,rebounds,4.5,False,2026-06-04,-162.0,126.0,-162.0,,126.0,
mitchell robinson,rebounds,5.5,True,2026-06-04,112.0,,112.0,,,
mitchell robinson,rebounds,7.5,True,2026-06-04,285.0,,285.0,,,
mitchell robinson,rebounds,9.5,True,2026-06-04,600.0,,600.0,,,
mitchell robinson,rebounds,11.5,True,2026-06-04,1200.0,,1200.0,,,
mitchell robinson,rebounds,13.5,True,2026-06-04,2000.0,,2000.0,,,
og anunoby,assists,1.5,False,2026-06-04,-184.0,142.0,-184.0,,142.0,
og anunoby,assists,1.5,True,2026-06-04,-184.0,,-184.0,,,
og anunoby,assists,3.5,True,2026-06-04,460.0,,460.0,,,
og anunoby,points,9.5,True,2026-06-04,-750.0,430.0,-750.0,,430.0,
og anunoby,points,10.5,True,2026-06-04,-490.0,320.0,-490.0,,320.0,
og anunoby,points,11.5,True,2026-06-04,-340.0,235.0,-340.0,,235.0,
og anunoby,points,12.5,True,2026-06-04,-260.0,188.0,-260.0,,188.0,
og anunoby,points,13.5,True,2026-06-04,-198.0,146.0,-198.0,,146.0,
og anunoby,points,14.5,True,2026-06-04,-146.0,110.0,-146.0,,110.0,
og anunoby,points,15.5,False,2026-06-04,-111.0,-115.0,-111.0,,-115.0,
og anunoby,points,15.5,True,2026-06-04,-112.0,-118.0,-112.0,,-118.0,
og anunoby,points,16.5,True,2026-06-04,116.0,-154.0,116.0,,-154.0,
og anunoby,points,17.5,True,2026-06-04,148.0,-200.0,148.0,,-200.0,
og anunoby,points,18.5,True,2026-06-04,188.0,-260.0,188.0,,-260.0,
og anunoby,points,19.5,True,2026-06-04,235.0,-340.0,235.0,,-340.0,
og anunoby,points,20.5,True,2026-06-04,300.0,-450.0,300.0,,-450.0,
og anunoby,points,21.5,True,2026-06-04,370.0,-600.0,370.0,,-600.0,
og anunoby,points,22.5,True,2026-06-04,450.0,-800.0,450.0,,-800.0,
og anunoby,points,23.5,True,2026-06-04,,-1200.0,,,-1200.0,
og anunoby,points,24.5,True,2026-06-04,750.0,,750.0,,,
og anunoby,points,29.5,True,2026-06-04,1700.0,,1700.0,,,
og anunoby,rebounds,3.5,True,2026-06-04,-590.0,370.0,-590.0,,370.0,
og anunoby,rebounds,4.5,True,2026-06-04,-250.0,182.0,-250.0,,182.0,
og anunoby,rebounds,5.5,False,2026-06-04,-125.0,-102.0,-125.0,,-102.0,
og anunoby,rebounds,5.5,True,2026-06-04,-130.0,-102.0,-130.0,,-102.0,
og anunoby,rebounds,6.5,True,2026-06-04,154.0,-210.0,154.0,,-210.0,
og anunoby,rebounds,7.5,True,2026-06-04,270.0,-400.0,270.0,,-400.0,
og anunoby,rebounds,8.5,True,2026-06-04,450.0,-800.0,450.0,,-800.0,
og anunoby,rebounds,9.5,True,2026-06-04,700.0,,700.0,,,
og anunoby,rebounds,11.5,True,2026-06-04,1700.0,,1700.0,,,
og anunoby,threes,0.5,True,2026-06-04,-1100.0,,-1100.0,,,
og anunoby,threes,1.5,True,2026-06-04,-200.0,148.0,-200.0,,148.0,
og anunoby,threes,2.5,False,2026-06-04,162.0,-210.0,162.0,,-210.0,
og anunoby,threes,2.5,True,2026-06-04,162.0,-215.0,162.0,,-215.0,
og anunoby,threes,3.5,True,2026-06-04,390.0,-650.0,390.0,,-650.0,
og anunoby,threes,4.5,True,2026-06-04,950.0,,950.0,,,
og anunoby,threes,5.5,True,2026-06-04,1700.0,,1700.0,,,
stephon castle,assists,3.5,True,2026-06-04,-1800.0,,-1800.0,,,
stephon castle,assists,4.5,True,2026-06-04,-600.0,370.0,-600.0,,370.0,
stephon castle,assists,5.5,True,2026-06-04,-270.0,194.0,-270.0,,194.0,
stephon castle,assists,6.5,False,2026-06-04,-132.0,104.0,-132.0,,104.0,
stephon castle,assists,6.5,True,2026-06-04,-136.0,102.0,-136.0,,102.0,
stephon castle,assists,7.5,True,2026-06-04,142.0,-192.0,142.0,,-192.0,
stephon castle,assists,8.5,True,2026-06-04,240.0,-350.0,240.0,,-350.0,
stephon castle,assists,9.5,True,2026-06-04,360.0,-580.0,360.0,,-580.0,
stephon castle,assists,11.5,True,2026-06-04,1060.0,,1060.0,,,
stephon castle,assists,13.5,True,2026-06-04,3000.0,,3000.0,,,
stephon castle,points,9.5,True,2026-06-04,-1200.0,,-1200.0,,,
stephon castle,points,10.5,True,2026-06-04,-700.0,410.0,-700.0,,410.0,
stephon castle,points,11.5,True,2026-06-04,-490.0,320.0,-490.0,,320.0,
stephon castle,points,12.5,True,2026-06-04,-340.0,235.0,-340.0,,235.0,
stephon castle,points,13.5,True,2026-06-04,-250.0,182.0,-250.0,,182.0,
stephon castle,points,14.5,True,2026-06-04,-188.0,140.0,-188.0,,140.0,
stephon castle,points,15.5,True,2026-06-04,-140.0,106.0,-140.0,,106.0,
stephon castle,points,16.5,False,2026-06-04,-104.0,-122.0,-104.0,,-122.0,
stephon castle,points,16.5,True,2026-06-04,-106.0,-125.0,-106.0,,-125.0,
stephon castle,points,17.5,True,2026-06-04,120.0,-160.0,120.0,,-160.0,
stephon castle,points,18.5,True,2026-06-04,154.0,-210.0,154.0,,-210.0,
stephon castle,points,19.5,True,2026-06-04,198.0,-275.0,198.0,,-275.0,
stephon castle,points,20.5,True,2026-06-04,240.0,-350.0,240.0,,-350.0,
stephon castle,points,21.5,True,2026-06-04,310.0,-470.0,310.0,,-470.0,
stephon castle,points,22.5,True,2026-06-04,390.0,-650.0,390.0,,-650.0,
stephon castle,points,23.5,True,2026-06-04,490.0,-900.0,490.0,,-900.0,
stephon castle,points,24.5,True,2026-06-04,630.0,,630.0,,,
stephon castle,points,29.5,True,2026-06-04,1500.0,,1500.0,,,
stephon castle,rebounds,2.5,True,2026-06-04,-1000.0,,-1000.0,,,
stephon castle,rebounds,3.5,True,2026-06-04,-320.0,225.0,-320.0,,225.0,
stephon castle,rebounds,4.5,False,2026-06-04,-138.0,108.0,-138.0,,108.0,
stephon castle,rebounds,4.5,True,2026-06-04,-138.0,104.0,-138.0,,104.0,
stephon castle,rebounds,5.5,True,2026-06-04,152.0,-205.0,152.0,,-205.0,
stephon castle,rebounds,6.5,True,2026-06-04,280.0,-420.0,280.0,,-420.0,
stephon castle,rebounds,7.5,True,2026-06-04,520.0,-1000.0,520.0,,-1000.0,
stephon castle,rebounds,9.5,True,2026-06-04,1300.0,,1300.0,,,
stephon castle,threes,0.5,True,2026-06-04,-390.0,,-390.0,,,
stephon castle,threes,1.5,False,2026-06-04,130.0,-166.0,130.0,,-166.0,
stephon castle,threes,1.5,True,2026-06-04,130.0,,130.0,,,
stephon castle,threes,2.5,True,2026-06-04,400.0,,400.0,,,
stephon castle,threes,3.5,True,2026-06-04,1100.0,,1100.0,,,
victor wembanyama,assists,1.5,True,2026-06-04,-590.0,370.0,-590.0,,370.0,
victor wembanyama,assists,2.5,True,2026-06-04,-188.0,140.0,-188.0,,140.0,
victor wembanyama,assists,3.5,False,2026-06-04,144.0,-186.0,144.0,,-186.0,
victor wembanyama,assists,3.5,True,2026-06-04,142.0,-192.0,142.0,,-192.0,
victor wembanyama,assists,4.5,True,2026-06-04,310.0,-470.0,310.0,,-470.0,
victor wembanyama,assists,5.5,True,2026-06-04,700.0,-1450.0,700.0,,-1450.0,
victor wembanyama,points,14.5,True,2026-06-04,-5000.0,,-5000.0,,,
victor wembanyama,points,18.5,True,2026-06-04,-900.0,,-900.0,,,
victor wembanyama,points,19.5,True,2026-06-04,-670.0,400.0,-670.0,,400.0,
victor wembanyama,points,20.5,True,2026-06-04,-500.0,320.0,-500.0,,320.0,
victor wembanyama,points,21.5,True,2026-06-04,-390.0,265.0,-390.0,,265.0,
victor wembanyama,points,22.5,True,2026-06-04,-300.0,210.0,-300.0,,210.0,
victor wembanyama,points,23.5,True,2026-06-04,-240.0,174.0,-240.0,,174.0,
victor wembanyama,points,24.5,True,2026-06-04,-186.0,138.0,-186.0,,138.0,
victor wembanyama,points,25.5,True,2026-06-04,-146.0,110.0,-146.0,,110.0,
victor wembanyama,points,26.5,False,2026-06-04,-115.0,-111.0,-115.0,,-111.0,
victor wembanyama,points,26.5,True,2026-06-04,-118.0,-112.0,-118.0,,-112.0,
victor wembanyama,points,27.5,True,2026-06-04,104.0,-138.0,104.0,,-138.0,
victor wembanyama,points,28.5,True,2026-06-04,130.0,-174.0,130.0,,-174.0,
victor wembanyama,points,29.5,True,2026-06-04,162.0,-220.0,162.0,,-220.0,
victor wembanyama,points,30.5,True,2026-06-04,194.0,-270.0,194.0,,-270.0,
victor wembanyama,points,31.5,True,2026-06-04,225.0,-320.0,225.0,,-320.0,
victor wembanyama,points,32.5,True,2026-06-04,280.0,-420.0,280.0,,-420.0,
victor wembanyama,points,33.5,True,2026-06-04,350.0,-550.0,350.0,,-550.0,
victor wembanyama,points,34.5,True,2026-06-04,410.0,-700.0,410.0,,-700.0,
victor wembanyama,points,35.5,True,2026-06-04,,-1000.0,,,-1000.0,
victor wembanyama,points,36.5,True,2026-06-04,,-1400.0,,,-1400.0,
victor wembanyama,points,39.5,True,2026-06-04,1060.0,,1060.0,,,
victor wembanyama,points,44.5,True,2026-06-04,2500.0,,2500.0,,,
victor wembanyama,points,49.5,True,2026-06-04,6500.0,,6500.0,,,
victor wembanyama,rebounds,7.5,True,2026-06-04,-1100.0,,-1100.0,,,
victor wembanyama,rebounds,8.5,True,2026-06-04,-500.0,320.0,-500.0,,320.0,
victor wembanyama,rebounds,9.5,True,2026-06-04,-340.0,240.0,-340.0,,240.0,
victor wembanyama,rebounds,10.5,True,2026-06-04,-205.0,152.0,-205.0,,152.0,
victor wembanyama,rebounds,11.5,False,2026-06-04,-118.0,-108.0,-118.0,,-108.0,
victor wembanyama,rebounds,11.5,True,2026-06-04,-120.0,-110.0,-120.0,,-110.0,
victor wembanyama,rebounds,12.5,True,2026-06-04,136.0,-182.0,136.0,,-182.0,
victor wembanyama,rebounds,13.5,True,2026-06-04,205.0,-290.0,205.0,,-290.0,
victor wembanyama,rebounds,14.5,True,2026-06-04,310.0,-470.0,310.0,,-470.0,
victor wembanyama,rebounds,15.5,True,2026-06-04,480.0,-850.0,480.0,,-850.0,
victor wembanyama,threes,0.5,True,2026-06-04,-1200.0,,-1200.0,,,
victor wembanyama,threes,1.5,False,2026-06-04,-194.0,150.0,-194.0,,150.0,
victor wembanyama,threes,1.5,True,2026-06-04,-200.0,148.0,-200.0,,148.0,
victor wembanyama,threes,2.5,True,2026-06-04,164.0,-220.0,164.0,,-220.0,
victor wembanyama,threes,3.5,True,2026-06-04,410.0,-700.0,410.0,,-700.0,
victor wembanyama,threes,4.5,True,2026-06-04,1000.0,,1000.0,,,
victor wembanyama,threes,5.5,True,2026-06-04,2000.0,,2000.0,,,
