player_normalized,prop_type,line,is_alt_line,game_date,betmgm_over_odds,draftkings_over_odds,fanduel_over_odds,betmgm_under_odds,draftkings_under_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
a.j. green,assists,1.5,False,2026-03-01,-150.0,-155.0,-166.0,115.0,117.0,124.0,-150.0,,124.0,
a.j. green,assists,1.5,True,2026-03-01,,-156.0,-162.0,,,,-156.0,,,
a.j. green,assists,2.5,True,2026-03-01,,197.0,,,,,197.0,,,
a.j. green,assists,3.5,True,2026-03-01,,507.0,480.0,,,,507.0,,,
a.j. green,assists,4.5,True,2026-03-01,,1220.0,,,,,1220.0,,,
a.j. green,assists,5.5,True,2026-03-01,,2400.0,,,,,2400.0,,,
a.j. green,points,5.5,True,2026-03-01,,-562.0,,,,,-562.0,,,
a.j. green,points,7.5,True,2026-03-01,,-249.0,,,,,-249.0,,,
a.j. green,points,9.5,False,2026-03-01,-125.0,-121.0,-130.0,-105.0,-105.0,-102.0,-121.0,,-102.0,
a.j. green,points,9.5,True,2026-03-01,-145.0,-120.0,-128.0,,,,-120.0,,,
a.j. green,points,11.5,True,2026-03-01,,128.0,,,,,128.0,,,
a.j. green,points,14.5,True,2026-03-01,240.0,274.0,280.0,,,,280.0,,,
a.j. green,points,17.5,True,2026-03-01,,553.0,,,,,553.0,,,
a.j. green,points,19.5,True,2026-03-01,875.0,880.0,870.0,,,,880.0,,,
a.j. green,points,24.5,True,2026-03-01,,2400.0,2500.0,,,,2500.0,,,
a.j. green,rebounds,2.5,False,2026-03-01,-110.0,-121.0,,-120.0,-109.0,,-110.0,,-109.0,
a.j. green,rebounds,2.5,True,2026-03-01,-135.0,-122.0,,,,,-122.0,,,
a.j. green,rebounds,3.5,True,2026-03-01,,199.0,255.0,,,,255.0,,,
a.j. green,rebounds,4.5,True,2026-03-01,425.0,446.0,,,,,446.0,,,
a.j. green,rebounds,5.5,True,2026-03-01,,920.0,,,,,920.0,,,
a.j. green,threes,0.5,True,2026-03-01,,-2900.0,-4000.0,,,,-2900.0,,,
a.j. green,threes,1.5,True,2026-03-01,-600.0,-414.0,-480.0,,,,-414.0,,,
a.j. green,threes,2.5,False,2026-03-01,-140.0,-140.0,-160.0,105.0,106.0,120.0,-140.0,,120.0,
a.j. green,threes,2.5,True,2026-03-01,-185.0,-139.0,-158.0,,,,-139.0,,,
a.j. green,threes,3.5,True,2026-03-01,140.0,169.0,162.0,,,,169.0,,,
