player_normalized,prop_type,line,is_alt_line,game_date,betmgm_over_odds,draftkings_over_odds,fanduel_over_odds,betmgm_under_odds,draftkings_under_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
de'aaron fox,assists,2.5,True,2026-06-04,,-2700.0,,,,,-2700.0,,,
de'aaron fox,assists,3.5,True,2026-06-04,,-720.0,-750.0,,,430.0,-720.0,,430.0,
de'aaron fox,assists,4.5,True,2026-06-04,-325.0,-296.0,-310.0,,,220.0,-296.0,,220.0,
de'aaron fox,assists,5.5,False,2026-06-04,,-145.0,-144.0,,110.0,108.0,-144.0,,110.0,
de'aaron fox,assists,5.5,True,2026-06-04,,-145.0,-144.0,,,108.0,-144.0,,108.0,
de'aaron fox,assists,6.5,False,2026-06-04,115.0,,,-155.0,,,115.0,,-155.0,
de'aaron fox,assists,6.5,True,2026-06-04,115.0,134.0,140.0,,,-188.0,140.0,,-188.0,
de'aaron fox,assists,7.5,True,2026-06-04,,250.0,250.0,,,-360.0,250.0,,-360.0,
de'aaron fox,assists,8.5,True,2026-06-04,,438.0,430.0,,,-750.0,438.0,,-750.0,
de'aaron fox,assists,9.5,True,2026-06-04,625.0,790.0,700.0,,,,790.0,,,
de'aaron fox,assists,10.5,True,2026-06-04,,1400.0,,,,,1400.0,,,
de'aaron fox,assists,11.5,True,2026-06-04,,2200.0,1700.0,,,,2200.0,,,
de'aaron fox,points,7.5,True,2026-06-04,,-2000.0,,,,,-2000.0,,,
de'aaron fox,points,9.5,True,2026-06-04,-800.0,-780.0,-700.0,,,410.0,-700.0,,410.0,
de'aaron fox,points,10.5,True,2026-06-04,,,-490.0,,,320.0,-490.0,,320.0,
de'aaron fox,points,11.5,True,2026-06-04,,-378.0,-340.0,,,235.0,-340.0,,235.0,
de'aaron fox,points,12.5,True,2026-06-04,,,-260.0,,,188.0,-260.0,,188.0,
de'aaron fox,points,13.5,True,2026-06-04,,,-192.0,,,142.0,-192.0,,142.0,
de'aaron fox,points,14.5,True,2026-06-04,-160.0,-157.0,-146.0,,,110.0,-146.0,,110.0,
de'aaron fox,points,15.5,False,2026-06-04,-120.0,-120.0,-110.0,-110.0,-106.0,-120.0,-110.0,,-106.0,
de'aaron fox,points,15.5,True,2026-06-04,,-121.0,-110.0,,,-120.0,-110.0,,-120.0,
de'aaron fox,points,16.5,True,2026-06-04,,,118.0,,,-158.0,118.0,,-158.0,
de'aaron fox,points,17.5,True,2026-06-04,,135.0,154.0,,,-210.0,154.0,,-210.0,
de'aaron fox,points,18.5,True,2026-06-04,,,194.0,,,-270.0,194.0,,-270.0,
de'aaron fox,points,19.5,True,2026-06-04,210.0,218.0,250.0,,,-360.0,250.0,,-360.0,
de'aaron fox,points,20.5,True,2026-06-04,,,310.0,,,-470.0,310.0,,-470.0,
de'aaron fox,points,21.5,True,2026-06-04,,,390.0,,,-650.0,390.0,,-650.0,
de'aaron fox,points,24.5,True,2026-06-04,650.0,720.0,800.0,,,,800.0,,,
de'aaron fox,points,29.5,True,2026-06-04,,2000.0,2000.0,,,,2000.0,,,
de'aaron fox,rebounds,1.5,True,2026-06-04,,,-1400.0,,,,-1400.0,,,
de'aaron fox,rebounds,2.5,True,2026-06-04,-350.0,-353.0,-320.0,,,225.0,-320.0,,225.0,
de'aaron fox,rebounds,3.5,False,2026-06-04,-140.0,-145.0,-132.0,105.0,110.0,100.0,-132.0,,110.0,
de'aaron fox,rebounds,3.5,True,2026-06-04,,-143.0,-132.0,,,100.0,-132.0,,100.0,
de'aaron fox,rebounds,4.5,True,2026-06-04,150.0,147.0,168.0,,,-230.0,168.0,,-230.0,
de'aaron fox,rebounds,5.5,True,2026-06-04,,300.0,320.0,,,-500.0,320.0,,-500.0,
de'aaron fox,rebounds,6.5,True,2026-06-04,575.0,597.0,,,,-1450.0,597.0,,-1450.0,
de'aaron fox,rebounds,7.5,True,2026-06-04,,1100.0,1300.0,,,,1300.0,,,
de'aaron fox,rebounds,8.5,True,2026-06-04,,1940.0,,,,,1940.0,,,
de'aaron fox,threes,0.5,True,2026-06-04,-500.0,-376.0,-430.0,,,,-376.0,,,
de'aaron fox,threes,1.5,False,2026-06-04,105.0,120.0,116.0,-140.0,-159.0,-154.0,120.0,,-140.0,
de'aaron fox,threes,1.5,True,2026-06-04,-105.0,120.0,120.0,,,,120.0,,,
de'aaron fox,threes,2.5,True,2026-06-04,290.0,380.0,370.0,,,,380.0,,,
de'aaron fox,threes,3.5,True,2026-06-04,725.0,1040.0,1060.0,,,,1060.0,,,
de'aaron fox,threes,4.5,True,2026-06-04,,2300.0,,,,,2300.0,,,
devin vassell,assists,1.5,True,2026-06-04,,,-250.0,,,,-250.0,,,
devin vassell,assists,2.5,False,2026-06-04,125.0,126.0,130.0,-165.0,-166.0,-174.0,130.0,,-165.0,
devin vassell,assists,2.5,True,2026-06-04,,125.0,,,,,125.0,,,
devin vassell,assists,3.5,True,2026-06-04,,312.0,340.0,,,,340.0,,,
devin vassell,assists,4.5,True,2026-06-04,700.0,770.0,,,,,770.0,,,
devin vassell,assists,5.5,True,2026-06-04,,1740.0,1500.0,,,,1740.0,,,
devin vassell,points,5.5,True,2026-06-04,,-2100.0,,,,,-2100.0,,,
devin vassell,points,7.5,True,2026-06-04,,-780.0,-850.0,,,470.0,-780.0,,470.0,
devin vassell,points,8.5,True,2026-06-04,,,-550.0,,,350.0,-550.0,,350.0,
devin vassell,points,9.5,True,2026-06-04,-300.0,-368.0,-370.0,,,260.0,-300.0,,260.0,
devin vassell,points,10.5,True,2026-06-04,,,-270.0,,,194.0,-270.0,,194.0,
devin vassell,points,11.5,True,2026-06-04,,-194.0,-192.0,,,142.0,-192.0,,142.0,
devin vassell,points,12.5,False,2026-06-04,-130.0,,,-105.0,,,-130.0,,-105.0,
devin vassell,points,12.5,True,2026-06-04,,,-140.0,,,106.0,-140.0,,106.0,
devin vassell,points,13.5,False,2026-06-04,,-113.0,-104.0,,-113.0,-128.0,-104.0,,-113.0,
devin vassell,points,13.5,True,2026-06-04,,-111.0,-104.0,,,-128.0,-104.0,,-128.0,
devin vassell,points,14.5,True,2026-06-04,130.0,116.0,128.0,,,-168.0,130.0,,-168.0,
devin vassell,points,15.5,True,2026-06-04,,,162.0,,,-220.0,162.0,,-220.0,
devin vassell,points,16.5,True,2026-06-04,,,200.0,,,-280.0,200.0,,-280.0,
devin vassell,points,17.5,True,2026-06-04,,244.0,265.0,,,-390.0,265.0,,-390.0,
devin vassell,points,18.5,True,2026-06-04,,,320.0,,,-500.0,320.0,,-500.0,
devin vassell,points,19.5,True,2026-06-04,425.0,393.0,440.0,,,,440.0,,,
devin vassell,points,24.5,True,2026-06-04,,1240.0,1400.0,,,,1400.0,,,
devin vassell,points,29.5,True,2026-06-04,,2900.0,,,,,2900.0,,,
devin vassell,rebounds,2.5,True,2026-06-04,-550.0,-408.0,-500.0,,,320.0,-408.0,,320.0,
devin vassell,rebounds,3.5,True,2026-06-04,,-175.0,-194.0,,,142.0,-175.0,,142.0,
devin vassell,rebounds,4.5,False,2026-06-04,100.0,117.0,122.0,-135.0,-155.0,-162.0,122.0,,-135.0,
devin vassell,rebounds,4.5,True,2026-06-04,100.0,115.0,122.0,,,-162.0,122.0,,-162.0,
devin vassell,rebounds,5.5,True,2026-06-04,,218.0,240.0,,,-350.0,240.0,,-350.0,
devin vassell,rebounds,6.5,True,2026-06-04,375.0,406.0,490.0,,,-900.0,490.0,,-900.0,
devin vassell,rebounds,7.5,True,2026-06-04,,710.0,900.0,,,,900.0,,,
devin vassell,rebounds,8.5,True,2026-06-04,,1220.0,,,,,1220.0,,,
devin vassell,rebounds,9.5,True,2026-06-04,,2000.0,,,,,2000.0,,,
devin vassell,rebounds,10.5,True,2026-06-04,,2900.0,,,,,2900.0,,,
devin vassell,threes,0.5,True,2026-06-04,-2000.0,-1820.0,-2500.0,,,,-1820.0,,,
devin vassell,threes,1.5,True,2026-06-04,-325.0,-306.0,-320.0,,,225.0,-306.0,,225.0,
devin vassell,threes,2.5,False,2026-06-04,-115.0,-101.0,100.0,-115.0,-130.0,-132.0,100.0,,-115.0,
devin vassell,threes,2.5,True,2026-06-04,-115.0,-101.0,102.0,,,-132.0,102.0,,-132.0,
devin vassell,threes,3.5,True,2026-06-04,210.0,252.0,250.0,,,-360.0,252.0,,-360.0,
devin vassell,threes,4.5,True,2026-06-04,475.0,564.0,650.0,,,-1400.0,650.0,,-1400.0,
devin vassell,threes,5.5,True,2026-06-04,,1220.0,1300.0,,,,1300.0,,,
devin vassell,threes,6.5,True,2026-06-04,,2300.0,2500.0,,,,2500.0,,,
dylan harper,assists,1.5,True,2026-06-04,,,-390.0,,,,-390.0,,,
dylan harper,assists,2.5,False,2026-06-04,-155.0,-132.0,-130.0,115.0,100.0,-102.0,-130.0,,115.0,
dylan harper,assists,2.5,True,2026-06-04,-155.0,-130.0,,,,,-130.0,,,
dylan harper,assists,3.5,True,2026-06-04,,189.0,200.0,,,,200.0,,,
dylan harper,assists,4.5,True,2026-06-04,340.0,412.0,,,,,412.0,,,
dylan harper,assists,5.5,True,2026-06-04,,880.0,900.0,,,,900.0,,,
dylan harper,assists,6.5,True,2026-06-04,,1700.0,,,,,1700.0,,,
dylan harper,assists,7.5,True,2026-06-04,,2800.0,,,,,2800.0,,,
dylan harper,points,5.5,True,2026-06-04,,-730.0,-670.0,,,400.0,-670.0,,400.0,
dylan harper,points,6.5,True,2026-06-04,,,-420.0,,,280.0,-420.0,,280.0,
dylan harper,points,7.5,True,2026-06-04,,-306.0,-280.0,,,200.0,-280.0,,200.0,
dylan harper,points,8.5,True,2026-06-04,,,-210.0,,,154.0,-210.0,,154.0,
dylan harper,points,9.5,True,2026-06-04,-160.0,-152.0,-146.0,,,112.0,-146.0,,112.0,
dylan harper,points,10.5,False,2026-06-04,-115.0,-110.0,-106.0,-115.0,-116.0,-125.0,-106.0,,-115.0,
dylan harper,points,10.5,True,2026-06-04,,-111.0,-106.0,,,-125.0,-106.0,,-125.0,
dylan harper,points,11.5,True,2026-06-04,,122.0,128.0,,,-172.0,128.0,,-172.0,
dylan harper,points,12.5,True,2026-06-04,,,174.0,,,-240.0,174.0,,-240.0,
dylan harper,points,13.5,True,2026-06-04,,,220.0,,,-310.0,220.0,,-310.0,
dylan harper,points,14.5,True,2026-06-04,260.0,281.0,290.0,,,-420.0,290.0,,-420.0,
dylan harper,points,17.5,True,2026-06-04,,630.0,,,,,630.0,,,
dylan harper,points,19.5,True,2026-06-04,,1040.0,1000.0,,,,1040.0,,,
dylan harper,points,24.5,True,2026-06-04,,2800.0,,,,,2800.0,,,
dylan harper,rebounds,1.5,True,2026-06-04,,,-1400.0,,,,-1400.0,,,
dylan harper,rebounds,2.5,True,2026-06-04,-375.0,-335.0,-350.0,,,240.0,-335.0,,240.0,
dylan harper,rebounds,3.5,False,2026-06-04,-155.0,-143.0,-144.0,115.0,109.0,108.0,-143.0,,115.0,
dylan harper,rebounds,3.5,True,2026-06-04,,-145.0,-144.0,,,108.0,-144.0,,108.0,
dylan harper,rebounds,4.5,True,2026-06-04,130.0,139.0,154.0,,,-210.0,154.0,,-210.0,
dylan harper,rebounds,5.5,True,2026-06-04,,259.0,300.0,,,-450.0,300.0,,-450.0,
dylan harper,rebounds,6.5,True,2026-06-04,475.0,483.0,,,,-1100.0,483.0,,-1100.0,
