player_name,team,opponent,game_id,game_date,game_time,prop_type,line,over_odds,under_odds,is_alt_line,sportsbook,scraped_at
Victor Wembanyama,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,3.5,126.0,-168.0,False,fanduel,2026-06-04T22:29:44.032220
Karl-Anthony Towns,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,3.5,-144.0,108.0,False,fanduel,2026-06-04T22:29:44.032236
Stephon Castle,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,6.5,100.0,-132.0,False,fanduel,2026-06-04T22:29:44.032239
OG Anunoby,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-106.0,-125.0,False,fanduel,2026-06-04T22:29:44.032242
Dylan Harper,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,2.5,-172.0,128.0,False,fanduel,2026-06-04T22:29:44.032244
Jalen Brunson,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,6.5,116.0,-154.0,False,fanduel,2026-06-04T22:29:44.032246
Julian Champagnie,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,116.0,-154.0,False,fanduel,2026-06-04T22:29:44.032248
De'Aaron Fox,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,5.5,-136.0,102.0,False,fanduel,2026-06-04T22:29:44.032250
Mikal Bridges,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,2.5,-108.0,-122.0,False,fanduel,2026-06-04T22:29:44.032253
Josh Hart,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,4.5,-136.0,102.0,False,fanduel,2026-06-04T22:29:44.032256
Devin Vassell,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,2.5,102.0,-136.0,False,fanduel,2026-06-04T22:29:44.032258
Josh Hart,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-4500.0,,True,fanduel,2026-06-04T22:29:44.032313
Karl-Anthony Towns,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-1450.0,,True,fanduel,2026-06-04T22:29:44.032316
Victor Wembanyama,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-720.0,,True,fanduel,2026-06-04T22:29:44.032317
Dylan Harper,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-520.0,,True,fanduel,2026-06-04T22:29:44.032319
Mikal Bridges,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-340.0,,True,fanduel,2026-06-04T22:29:44.032321
Devin Vassell,,,2852e944f8ef0bc3eba79f883b9101ba,2026-06-06,00:40,assists,1.5,-310.0,,True,fanduel,2026-06-04T22:29:44.032323
