player_normalized,prop_type,line,is_alt_line,game_date,draftkings_over_odds,fanduel_over_odds,draftkings_under_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
de'aaron fox,assists,2.5,True,2026-06-06,-2000.0,,,,-2000.0,,,
de'aaron fox,assists,3.5,True,2026-06-06,-582.0,-750.0,,430.0,-582.0,,430.0,
de'aaron fox,assists,4.5,True,2026-06-06,-246.0,-310.0,,220.0,-246.0,,220.0,
de'aaron fox,assists,5.5,False,2026-06-06,-122.0,-144.0,-108.0,108.0,-122.0,,108.0,
de'aaron fox,assists,5.5,True,2026-06-06,-119.0,-144.0,,108.0,-119.0,,108.0,
de'aaron fox,assists,6.5,True,2026-06-06,159.0,140.0,,-188.0,159.0,,-188.0,
de'aaron fox,assists,7.5,True,2026-06-06,291.0,250.0,,-360.0,291.0,,-360.0,
de'aaron fox,assists,8.5,True,2026-06-06,527.0,450.0,,-800.0,527.0,,-800.0,
de'aaron fox,assists,9.5,True,2026-06-06,940.0,700.0,,,940.0,,,
de'aaron fox,assists,10.5,True,2026-06-06,1600.0,,,,1600.0,,,
de'aaron fox,assists,11.5,True,2026-06-06,2500.0,2000.0,,,2500.0,,,
de'aaron fox,points,7.5,True,2026-06-06,-1160.0,,,,-1160.0,,,
de'aaron fox,points,8.5,True,2026-06-06,,-1000.0,,,-1000.0,,,
de'aaron fox,points,9.5,True,2026-06-06,-496.0,-580.0,,360.0,-496.0,,360.0,
de'aaron fox,points,10.5,True,2026-06-06,,-400.0,,270.0,-400.0,,270.0,
de'aaron fox,points,11.5,True,2026-06-06,-246.0,-275.0,,198.0,-246.0,,198.0,
de'aaron fox,points,12.5,True,2026-06-06,,-210.0,,154.0,-210.0,,154.0,
de'aaron fox,points,13.5,True,2026-06-06,,-148.0,,112.0,-148.0,,112.0,
de'aaron fox,points,14.5,False,2026-06-06,-108.0,-112.0,-118.0,-118.0,-108.0,,-118.0,
de'aaron fox,points,14.5,True,2026-06-06,-107.0,-111.0,,-118.0,-107.0,,-118.0,
de'aaron fox,points,15.5,True,2026-06-06,,118.0,,-158.0,118.0,,-158.0,
de'aaron fox,points,16.5,True,2026-06-06,,154.0,,-210.0,154.0,,-210.0,
de'aaron fox,points,17.5,True,2026-06-06,200.0,200.0,,-280.0,200.0,,-280.0,
de'aaron fox,points,18.5,True,2026-06-06,,265.0,,-390.0,265.0,,-390.0,
de'aaron fox,points,19.5,True,2026-06-06,329.0,320.0,,-500.0,329.0,,-500.0,
de'aaron fox,points,20.5,True,2026-06-06,,410.0,,-700.0,410.0,,-700.0,
de'aaron fox,points,24.5,True,2026-06-06,1040.0,1060.0,,,1060.0,,,
de'aaron fox,points,29.5,True,2026-06-06,2700.0,,,,2700.0,,,
de'aaron fox,rebounds,1.5,True,2026-06-06,,-1000.0,,,-1000.0,,,
de'aaron fox,rebounds,2.5,True,2026-06-06,-222.0,-270.0,,194.0,-222.0,,194.0,
de'aaron fox,rebounds,3.5,False,2026-06-06,108.0,100.0,-142.0,-132.0,108.0,,-132.0,
de'aaron fox,rebounds,3.5,True,2026-06-06,108.0,102.0,,-132.0,108.0,,-132.0,
de'aaron fox,rebounds,4.5,True,2026-06-06,233.0,225.0,,-320.0,233.0,,-320.0,
de'aaron fox,rebounds,5.5,True,2026-06-06,490.0,480.0,,-850.0,490.0,,-850.0,
de'aaron fox,rebounds,6.5,True,2026-06-06,1000.0,,,,1000.0,,,
de'aaron fox,rebounds,7.5,True,2026-06-06,1900.0,,,,1900.0,,,
de'aaron fox,rebounds,8.5,True,2026-06-06,2900.0,,,,2900.0,,,
de'aaron fox,threes,0.5,True,2026-06-06,-326.0,-390.0,,,-326.0,,,
de'aaron fox,threes,1.5,False,2026-06-06,137.0,134.0,-181.0,-180.0,137.0,,-180.0,
de'aaron fox,threes,1.5,True,2026-06-06,138.0,136.0,,,138.0,,,
de'aaron fox,threes,2.5,True,2026-06-06,430.0,440.0,,,440.0,,,
de'aaron fox,threes,3.5,True,2026-06-06,1160.0,1100.0,,,1160.0,,,
de'aaron fox,threes,4.5,True,2026-06-06,2700.0,,,,2700.0,,,
devin vassell,assists,1.5,True,2026-06-06,,-310.0,,,-310.0,,,
devin vassell,assists,2.5,False,2026-06-06,115.0,102.0,-152.0,-136.0,115.0,,-136.0,
devin vassell,assists,2.5,True,2026-06-06,115.0,,,,115.0,,,
devin vassell,assists,3.5,True,2026-06-06,294.0,265.0,,,294.0,,,
devin vassell,assists,4.5,True,2026-06-06,690.0,,,,690.0,,,
devin vassell,assists,5.5,True,2026-06-06,1500.0,1300.0,,,1500.0,,,
devin vassell,assists,6.5,True,2026-06-06,2800.0,,,,2800.0,,,
devin vassell,points,5.5,True,2026-06-06,-1300.0,,,,-1300.0,,,
devin vassell,points,6.5,True,2026-06-06,,-1000.0,,,-1000.0,,,
devin vassell,points,7.5,True,2026-06-06,-527.0,-600.0,,370.0,-527.0,,370.0,
devin vassell,points,8.5,True,2026-06-06,,-400.0,,270.0,-400.0,,270.0,
devin vassell,points,9.5,True,2026-06-06,-263.0,-270.0,,194.0,-263.0,,194.0,
devin vassell,points,10.5,True,2026-06-06,,-198.0,,146.0,-198.0,,146.0,
devin vassell,points,11.5,True,2026-06-06,-143.0,-144.0,,108.0,-143.0,,108.0,
devin vassell,points,12.5,False,2026-06-06,-109.0,-106.0,-117.0,-125.0,-106.0,,-117.0,
devin vassell,points,12.5,True,2026-06-06,-108.0,-106.0,,-125.0,-106.0,,-125.0,
devin vassell,points,13.5,True,2026-06-06,,124.0,,-166.0,124.0,,-166.0,
devin vassell,points,14.5,True,2026-06-06,156.0,164.0,,-225.0,164.0,,-225.0,
devin vassell,points,15.5,True,2026-06-06,,205.0,,-290.0,205.0,,-290.0,
devin vassell,points,16.5,True,2026-06-06,,270.0,,-400.0,270.0,,-400.0,
devin vassell,points,17.5,True,2026-06-06,334.0,350.0,,-550.0,350.0,,-550.0,
devin vassell,points,19.5,True,2026-06-06,553.0,560.0,,,560.0,,,
devin vassell,points,24.5,True,2026-06-06,1800.0,1700.0,,,1800.0,,,
devin vassell,rebounds,2.5,True,2026-06-06,-478.0,-670.0,,400.0,-478.0,,400.0,
devin vassell,rebounds,3.5,True,2026-06-06,-202.0,-250.0,,182.0,-202.0,,182.0,
devin vassell,rebounds,4.5,False,2026-06-06,-103.0,-110.0,-128.0,-120.0,-103.0,,-120.0,
devin vassell,rebounds,4.5,True,2026-06-06,-102.0,-110.0,,-120.0,-102.0,,-120.0,
devin vassell,rebounds,5.5,True,2026-06-06,184.0,194.0,,-270.0,194.0,,-270.0,
devin vassell,rebounds,6.5,True,2026-06-06,333.0,370.0,,-600.0,370.0,,-600.0,
devin vassell,rebounds,7.5,True,2026-06-06,590.0,700.0,,-1450.0,700.0,,-1450.0,
devin vassell,rebounds,8.5,True,2026-06-06,1020.0,,,,1020.0,,,
devin vassell,rebounds,9.5,True,2026-06-06,1700.0,1700.0,,,1700.0,,,
devin vassell,rebounds,10.5,True,2026-06-06,2500.0,,,,2500.0,,,
devin vassell,threes,0.5,True,2026-06-06,-1320.0,-1800.0,,,-1320.0,,,
devin vassell,threes,1.5,True,2026-06-06,-251.0,-275.0,,198.0,-251.0,,198.0,
devin vassell,threes,2.5,False,2026-06-06,119.0,118.0,-158.0,-158.0,119.0,,-158.0,
devin vassell,threes,2.5,True,2026-06-06,120.0,122.0,,-158.0,122.0,,-158.0,
devin vassell,threes,3.5,True,2026-06-06,306.0,320.0,,-470.0,320.0,,-470.0,
devin vassell,threes,4.5,True,2026-06-06,740.0,650.0,,,740.0,,,
devin vassell,threes,5.5,True,2026-06-06,1640.0,1500.0,,,1640.0,,,
devin vassell,threes,6.5,True,2026-06-06,2900.0,3500.0,,,3500.0,,,
dylan harper,assists,1.5,True,2026-06-06,,-560.0,,,-560.0,,,
dylan harper,assists,2.5,True,2026-06-06,-193.0,,,,-193.0,,,
dylan harper,assists,3.5,False,2026-06-06,126.0,140.0,-167.0,-192.0,140.0,,-167.0,
dylan harper,assists,3.5,True,2026-06-06,123.0,142.0,,,142.0,,,
dylan harper,assists,4.5,True,2026-06-06,272.0,,,,272.0,,,
dylan harper,assists,5.5,True,2026-06-06,571.0,630.0,,,630.0,,,
dylan harper,assists,6.5,True,2026-06-06,1140.0,,,,1140.0,,,
dylan harper,assists,7.5,True,2026-06-06,2100.0,2000.0,,,2100.0,,,
dylan harper,points,5.5,True,2026-06-06,-2100.0,,,,-2100.0,,,
dylan harper,points,6.5,True,2026-06-06,,-1200.0,,,-1200.0,,,
dylan harper,points,7.5,True,2026-06-06,-730.0,-700.0,,410.0,-700.0,,410.0,
dylan harper,points,8.5,True,2026-06-06,,-450.0,,300.0,-450.0,,300.0,
dylan harper,points,9.5,True,2026-06-06,-326.0,-310.0,,220.0,-310.0,,220.0,
dylan harper,points,10.5,True,2026-06-06,,-230.0,,168.0,-230.0,,168.0,
