player_normalized,prop_type,line,is_alt_line,game_date,betmgm_over_odds,draftkings_over_odds,fanduel_over_odds,betmgm_under_odds,draftkings_under_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
de'aaron fox,assists,3.5,True,2026-06-14,,-990.0,-1000.0,,,,-990.0,,,
de'aaron fox,assists,4.5,True,2026-06-14,-350.0,-387.0,-350.0,,,240.0,-350.0,,240.0,
de'aaron fox,assists,5.5,True,2026-06-14,,-181.0,-168.0,,,126.0,-168.0,,126.0,
de'aaron fox,assists,6.5,False,2026-06-14,115.0,104.0,116.0,-155.0,-137.0,-154.0,116.0,,-137.0,
de'aaron fox,assists,6.5,True,2026-06-14,115.0,104.0,116.0,,,-154.0,116.0,,-154.0,
de'aaron fox,assists,7.5,True,2026-06-14,,190.0,220.0,,,-310.0,220.0,,-310.0,
de'aaron fox,assists,8.5,True,2026-06-14,,345.0,400.0,,,-670.0,400.0,,-670.0,
de'aaron fox,assists,9.5,True,2026-06-14,625.0,600.0,600.0,,,-1200.0,625.0,,-1200.0,
de'aaron fox,assists,10.5,True,2026-06-14,,1040.0,,,,,1040.0,,,
de'aaron fox,assists,11.5,True,2026-06-14,,1780.0,1500.0,,,,1780.0,,,
de'aaron fox,assists,12.5,True,2026-06-14,,2700.0,,,,,2700.0,,,
de'aaron fox,points,7.5,True,2026-06-14,,-1440.0,,,,,-1440.0,,,
de'aaron fox,points,9.5,True,2026-06-14,-750.0,-592.0,-700.0,,,410.0,-592.0,,410.0,
de'aaron fox,points,10.5,True,2026-06-14,,,-490.0,,,320.0,-490.0,,320.0,
de'aaron fox,points,11.5,True,2026-06-14,,-295.0,-340.0,,,235.0,-295.0,,235.0,
de'aaron fox,points,12.5,True,2026-06-14,,,-245.0,,,178.0,-245.0,,178.0,
de'aaron fox,points,13.5,True,2026-06-14,,,-186.0,,,138.0,-186.0,,138.0,
de'aaron fox,points,14.5,False,2026-06-14,,-127.0,,,100.0,,-127.0,,100.0,
de'aaron fox,points,14.5,True,2026-06-14,-160.0,-125.0,-136.0,,,102.0,-125.0,,102.0,
de'aaron fox,points,15.5,False,2026-06-14,-120.0,,-102.0,-110.0,,-130.0,-102.0,,-110.0,
de'aaron fox,points,15.5,True,2026-06-14,,,-102.0,,,-130.0,-102.0,,-130.0,
de'aaron fox,points,16.5,True,2026-06-14,,,128.0,,,-172.0,128.0,,-172.0,
de'aaron fox,points,17.5,True,2026-06-14,,173.0,164.0,,,-225.0,173.0,,-225.0,
de'aaron fox,points,18.5,True,2026-06-14,,,205.0,,,-290.0,205.0,,-290.0,
de'aaron fox,points,19.5,True,2026-06-14,230.0,282.0,270.0,,,-400.0,282.0,,-400.0,
de'aaron fox,points,20.5,True,2026-06-14,,,320.0,,,-500.0,320.0,,-500.0,
de'aaron fox,points,21.5,True,2026-06-14,,,410.0,,,-700.0,410.0,,-700.0,
de'aaron fox,points,24.5,True,2026-06-14,700.0,920.0,900.0,,,,920.0,,,
de'aaron fox,points,29.5,True,2026-06-14,,2600.0,3000.0,,,,3000.0,,,
de'aaron fox,rebounds,2.5,True,2026-06-14,-235.0,-208.0,,,,,-208.0,,,
de'aaron fox,rebounds,3.5,False,2026-06-14,100.0,119.0,110.0,-135.0,-157.0,-146.0,119.0,,-135.0,
de'aaron fox,rebounds,3.5,True,2026-06-14,,119.0,112.0,,,,119.0,,,
de'aaron fox,rebounds,4.5,True,2026-06-14,220.0,260.0,,,,,260.0,,,
de'aaron fox,rebounds,5.5,True,2026-06-14,,553.0,520.0,,,,553.0,,,
