player_normalized,prop_type,line,is_alt_line,game_date,betmgm_over_odds,draftkings_over_odds,fanduel_over_odds,betmgm_under_odds,draftkings_under_odds,fanduel_under_odds,best_over,best_over_book,best_under,best_under_book
aaron gordon,assists,1.5,True,2026-04-02,,,-295.0,,,,-295.0,fanduel,,
aaron gordon,assists,2.5,True,2026-04-02,,-138.0,,,,,-138.0,draftkings,,
aaron gordon,assists,3.5,True,2026-04-02,,163.0,265.0,,,,265.0,fanduel,,
aaron gordon,assists,4.5,True,2026-04-02,,333.0,,,,,333.0,draftkings,,
aaron gordon,assists,5.5,True,2026-04-02,,660.0,1300.0,,,,1300.0,fanduel,,
aaron gordon,assists,6.5,True,2026-04-02,,1240.0,,,,,1240.0,draftkings,,
aaron gordon,assists,7.5,True,2026-04-02,,2100.0,,,,,2100.0,draftkings,,
aaron gordon,points,7.5,True,2026-04-02,,-1600.0,,,,,-1600.0,draftkings,,
aaron gordon,points,9.5,True,2026-04-02,-750.0,-630.0,-720.0,,,,-630.0,draftkings,,
aaron gordon,points,11.5,True,2026-04-02,,-306.0,,,,,-306.0,draftkings,,
aaron gordon,points,14.5,False,2026-04-02,,-127.0,,,-101.0,,-127.0,draftkings,-101.0,
aaron gordon,points,14.5,True,2026-04-02,-155.0,-127.0,-154.0,,,,-127.0,draftkings,,
aaron gordon,points,15.5,False,2026-04-02,-115.0,,-118.0,-115.0,,-112.0,-115.0,betmgm,-112.0,
aaron gordon,points,17.5,True,2026-04-02,,172.0,,,,,172.0,draftkings,,
aaron gordon,points,19.5,True,2026-04-02,230.0,280.0,230.0,,,,280.0,draftkings,,
aaron gordon,points,24.5,True,2026-04-02,700.0,930.0,630.0,,,,930.0,draftkings,,
aaron gordon,points,29.5,True,2026-04-02,,2500.0,1500.0,,,,2500.0,draftkings,,
aaron gordon,rebounds,2.5,True,2026-04-02,-1600.0,-1340.0,,,,,-1340.0,draftkings,,
aaron gordon,rebounds,3.5,True,2026-04-02,,-487.0,-530.0,,,,-487.0,draftkings,,
aaron gordon,rebounds,4.5,True,2026-04-02,-225.0,-231.0,,,,,-225.0,betmgm,,
aaron gordon,rebounds,5.5,False,2026-04-02,-115.0,-121.0,-125.0,-115.0,-109.0,-106.0,-115.0,betmgm,-106.0,
aaron gordon,rebounds,5.5,True,2026-04-02,,-121.0,-122.0,,,,-121.0,draftkings,,
aaron gordon,rebounds,6.5,True,2026-04-02,165.0,146.0,,,,,165.0,betmgm,,
