player_name,team,opponent,game_id,game_date,game_time,prop_type,line,over_odds,under_odds,is_alt_line,sportsbook,scraped_at
Mikal Bridges,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,2.5,-146.0,110.0,False,fanduel,2026-06-12T23:08:59.900691
Dylan Harper,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,3.5,134.0,-180.0,False,fanduel,2026-06-12T23:08:59.900709
Julian Champagnie,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,1.5,178.0,-245.0,False,fanduel,2026-06-12T23:08:59.900712
Landry Shamet,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,1.5,194.0,-270.0,False,fanduel,2026-06-12T23:08:59.900715
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,3.5,-114.0,-114.0,False,fanduel,2026-06-12T23:08:59.900717
Victor Wembanyama,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,3.5,116.0,-154.0,False,fanduel,2026-06-12T23:08:59.900719
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,6.5,100.0,-132.0,False,fanduel,2026-06-12T23:08:59.900721
Jalen Brunson,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,-148.0,112.0,False,fanduel,2026-06-12T23:08:59.900723
De'Aaron Fox,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,-154.0,116.0,False,fanduel,2026-06-12T23:08:59.900726
Devin Vassell,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,2.5,116.0,-154.0,False,fanduel,2026-06-12T23:08:59.900728
Josh Hart,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,4.5,-138.0,104.0,False,fanduel,2026-06-12T23:08:59.900730
OG Anunoby,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,1.5,100.0,-132.0,False,fanduel,2026-06-12T23:08:59.900732
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,3.5,-1100.0,,True,fanduel,2026-06-12T23:08:59.900792
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,4.5,-420.0,280.0,True,fanduel,2026-06-12T23:08:59.900794
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,-192.0,148.0,True,fanduel,2026-06-12T23:08:59.900796
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,6.5,100.0,-132.0,True,fanduel,2026-06-12T23:08:59.900798
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,7.5,196.0,-270.0,True,fanduel,2026-06-12T23:08:59.900800
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,8.5,350.0,-550.0,True,fanduel,2026-06-12T23:08:59.900802
Stephon Castle,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,9.5,540.0,-1000.0,True,fanduel,2026-06-12T23:08:59.900804
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,1.5,-1100.0,,True,fanduel,2026-06-12T23:08:59.900805
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,2.5,-310.0,220.0,True,fanduel,2026-06-12T23:08:59.900807
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,3.5,-113.0,-114.0,True,fanduel,2026-06-12T23:08:59.900809
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,4.5,194.0,-270.0,True,fanduel,2026-06-12T23:08:59.900811
Karl-Anthony Towns,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,400.0,-650.0,True,fanduel,2026-06-12T23:08:59.900814
De'Aaron Fox,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,-154.0,116.0,True,fanduel,2026-06-12T23:08:59.900816
Jalen Brunson,,,6cc5c3b9cfcb1d94bed9f3ca972b3114,2026-06-14,00:40,assists,5.5,-148.0,112.0,True,fanduel,2026-06-12T23:08:59.900818
